beat1,beat2,corr
2513,1712,0.8146821925709788
1532,913,0.8146417855747546
1614,1512,0.814582766892654
2524,1731,0.8144711769047608
2232,934,0.8144428831720332
2211,726,0.8144290943129427
121,112,0.8143428125567564
1211,811,0.814275319068917
1931,1831,0.8142738435512707
2222,322,0.8142101513278913
2523,2521,0.8141535323797885
2234,1622,0.8141159613103709
2531,522,0.8140932632137853
1711,221,0.8140703986573025
1733,1653,0.8139758565529693
2531,824,0.8139544820813247
2423,1424,0.8139161631822054
1921,1622,0.8137296351863912
1532,434,0.8137019744322843
1434,1422,0.8136947770280026
1213,113,0.8136835063902942
1821,1013,0.8136810875716747
1914,832,0.8136224349209191
1634,921,0.8135525927740113
2212,424,0.8135295739613386
1831,234,0.8134023759991676
2511,1133,0.8133805386440992
913,726,0.8133130076477803
912,833,0.8131840333450695
1423,221,0.8131702395646334
811,323,0.8130309577491125
1133,724,0.8129958212811951
2524,1732,0.8129856019622869
2515,421,0.8129569206582489
2512,1632,0.8127680449939112
925,321,0.8126973408866126
2522,822,0.8126647211433302
1921,422,0.8126498731577102
1034,633,0.8126022981388129
1653,823,0.8124956824468269
2525,2211,0.8124949031437102
1812,623,0.812471990404444
1532,922,0.812462421723072
823,423,0.8123636407459789
2513,1634,0.8123030758486318
1613,821,0.8122479754031287
2211,1722,0.8121990940348986
1935,1232,0.812171692165069
911,412,0.8121243667674458
1212,935,0.8121171661322182
2233,1231,0.81195168892953
1115,921,0.8118792923538414
532,121,0.8118524405144122
1915,1024,0.8117480747143353
832,314,0.8116864233661776
1713,1631,0.8115029596095849
1434,224,0.8114272532959357
933,913,0.8114238316621323
beat1,beat2,corr
1422,1421,0.8113249893962994
1034,923,0.8112931866011655
1513,831,0.811212737076661
934,913,0.8112108935709581
1413,323,0.8110883581494317
1114,333,0.8110183556487236
712,312,0.8110134199036196
1914,321,0.8109740371336455
724,711,0.8109677268343319
423,414,0.8108771526521974
1913,422,0.8108489003365033
1511,424,0.8108331922615964
714,332,0.8107710217194444
1922,1824,0.810763026361624
1413,922,0.8107619287353144
1422,934,0.8107286580487201
1733,1722,0.810703789856683
2535,2212,0.8106983974134506
1821,511,0.8106828264712793
1225,131,0.8106624649904567
1421,911,0.8106409765323637
1531,934,0.8106208351818917
1813,1013,0.8106161408004976
832,424,0.8106050021186635
334,133,0.8105986774632343
1424,222,0.810580824007412
733,612,0.8105415329517741
733,712,0.8105025493115879
1611,915,0.8104687989657009
2511,915,0.8104150167989499
2532,935,0.8102596177280394
1233,223,0.8102181389744514
924,421,0.8101799639114393
1524,1014,0.8101451672037392
2223,1031,0.8099961708194668
1823,913,0.8099957544135029
1614,1524,0.8099875278062972
2424,2423,0.8099783857180848
2422,623,0.8099590559690971
2222,725,0.8099044199808553
532,332,0.8098745930271308
2523,824,0.8097827981386314
824,321,0.8097711120956131
2232,2222,0.8097180986181147
2411,835,0.8097102064375824
2433,113,0.8095885879641064
2423,1132,0.8095245949951723
1652,824,0.80951346468641
433,131,0.8094750918722797
1733,713,0.809416440600326
2412,1032,0.809378701781202
1723,1123,0.8091745829814028
1812,124,0.8090928449014353
1614,1413,0.8089428629714815
1712,911,0.8089423175643053
2522,823,0.808933007596006
1914,734,0.8089066367792365
924,432,0.8088892648764894
2232,735,0.8088068521899643
1913,613,0.808779035789711
935,713,0.808775514760929
1421,922,0.8087448766578721
1511,726,0.8086673125980439
1612,1215,0.8086380352123508
1011,111,0.8086213503273669
1931,231,0.8085325452844957
2532,1653,0.8084825236313157
2232,232,0.8084598343957416
1633,513,0.8084487804611254
1214,224,0.8083873987174326
2212,1921,0.8083745143304358
2531,725,0.8083020165570587
2524,1713,0.8082944788852521
2511,822,0.8082554612610476
2233,1822,0.8082169465532791
1631,1422,0.8081459860116401
1421,1212,0.8079168292967445
1412,1411,0.8079088924278447
2212,1531,0.8078995354665205
1921,1235,0.8078990254319386
1024,211,0.8078687288161299
2211,1712,0.8077351968851665
2511,1624,0.8076613546744291
935,531,0.807600787181362
2511,232,0.807581602633324
1121,1011,0.8075661997878941
1413,1014,0.8075482191232739
832,334,0.8075270607328582
1532,432,0.8074342942914374
1124,522,0.8073747731045534
323,321,0.8073279867866886
2534,412,0.807221171289629
724,522,0.8072091447407503
2531,1652,0.8071455976859708
1532,726,0.8069300252906567
2232,423,0.8068838603324777
2534,1722,0.8068384359611934
2521,424,0.8068263007960472
2522,432,0.8066424591034876
1731,1034,0.8066401913050342
2423,313,0.8065712990157357
725,422,0.8065543466043084
1914,1722,0.8065480095200568
1732,1511,0.806509024355039
1713,1421,0.8064815973771405
934,432,0.806458247361506
2013,233,0.8064091391176651
2525,321,0.8063908061127184
1135,512,0.8063820095063507
1733,831,0.8062954889074272
1732,822,0.8062830187575596
1124,725,0.8062782188283918
822,434,0.8062592161734053
1912,1411,0.8062490580656632
2411,224,0.8062307591099683
2024,715,0.8061794000046584
733,431,0.8061680556774297
1632,1614,0.8061506837633957
911,725,0.806068459530146
1024,1022,0.8060491177179429
2411,1121,0.8060478455083413
634,234,0.8059974474703785
712,323,0.8058535327853695
1133,522,0.8058406120737552
2532,232,0.8058383719349033
1532,833,0.8058103026955111
513,323,0.8057800881958614
933,912,0.8057757001588621
223,211,0.8057749443427067
1013,413,0.8057529738997943
1215,1034,0.8057014425371065
933,931,0.805697656932935
934,925,0.8055720934895225
434,133,0.8055158372952158
734,522,0.8053650832817912
624,132,0.8052598831892923
933,432,0.8052530107844414
1434,1212,0.8052157520486511
2535,1712,0.8050932637610801
2422,1915,0.8050602853406009
2431,1923,0.8050523483698068
914,331,0.8050372448378535
314,133,0.8050268393228293
1633,811,0.8049931464214061
924,913,0.8048651897005473
2525,726,0.8047524443917955
1211,915,0.8047051001663585
1821,124,0.8046794730144322
1933,1011,0.8044968327095572
2511,1031,0.8044159023519042
2211,815,0.8042734004710268
2511,522,0.8041099364509133
1115,821,0.8040573309465834
1115,812,0.8039888308166347
1811,123,0.8039596969889636
2013,813,0.8039350858846491
1911,112,0.8039106167519592
1931,233,0.8038287450125063
1124,726,0.8038104608171077
1731,1111,0.8037679701028151
2525,1624,0.8036705880992482
1421,934,0.8034923831101377
2031,1654,0.8034615547072265
2532,822,0.8032743734256074
2524,1633,0.8032578322353321
1822,124,0.8032169002529773
1624,421,0.8032094861447019
1133,732,0.8031735809685626
1113,312,0.8030857470924582
915,823,0.8030806506558137
725,424,0.8030565303258462
1923,1432,0.8029703765118537
1813,1411,0.8028848073441495
2221,324,0.8028330757402071
1823,432,0.8028277561950945
2534,1631,0.8027229020091903
2534,311,0.8026690199930726
2212,1234,0.802619906676839
1413,1221,0.8025961052182312
1424,633,0.8025286279539428
1234,932,0.8025249053371507
1412,131,0.8024785070619265
1432,633,0.8024464642065071
2525,1611,0.8024257209985184
2515,522,0.8023924639973139
733,312,0.8023112636256293
1655,331,0.8022776656088103
beat1,beat2,corr
726,513,0.8021197302914631
1921,1523,0.8021181379700376
1212,214,0.8020073551032354
1921,811,0.8018679515598434
1034,433,0.8018263795726903
723,712,0.8018162474149055
1832,1112,0.8017083546449617
935,522,0.801693372566974
2424,1021,0.8016704544586739
631,123,0.8016580735215411
733,334,0.8015340333232648
332,212,0.8015061160699418
1731,1221,0.8014658533111753
235,112,0.8014175278253195
1823,934,0.8013495581049486
2211,1135,0.8012534478307481
631,124,0.8012121970060205
424,314,0.8012050271275077
1913,1031,0.8011960962788764
821,424,0.8011951152167655
1812,211,0.8011454625904395
2233,1011,0.8010677961643426
1022,1012,0.8010450111787375
2011,1414,0.8010398650683028
424,321,0.8009162513081859
2534,1211,0.800830449556795
1631,131,0.8008212450293382
1911,1232,0.8008162466171328
1433,1023,0.8008014910965083
711,232,0.8007989342289147
1621,1014,0.8007838409267956
1633,1631,0.8007636620225873
1134,735,0.8006811583040622
1135,713,0.8006693906365832
1131,531,0.8006101905052901
1523,925,0.8005954967603423
1722,934,0.8005890874150899
2212,713,0.8005785292880292
1531,1031,0.8005314379980188
2033,1022,0.8005241244219906
1824,713,0.8003675291191694
1032,213,0.8003126752630888
1423,1422,0.8003111363886842
1531,932,0.800198852491364
1033,912,0.8001755369393164
513,421,0.8001493130091017
2212,915,0.8001028643930452
2211,911,0.8000939236342679
1621,835,0.8000057254325086
821,522,0.7999907039085358
1722,713,0.7999582095549196
1652,733,0.799937815897497
621,123,0.799902297076073
1913,1111,0.7998709175330102
1224,1023,0.7998586249037696
735,732,0.7997217553086342
2525,713,0.7996403410821009
723,424,0.799608538712919
1023,814,0.7995109544750488
1632,1234,0.7994404075711922
2532,1134,0.7993803776444236
2521,334,0.7993783983881843
1523,1522,0.7993215422485926
1121,433,0.7992848717606231
1712,225,0.7990611721663112
1713,311,0.7988956430888944
2432,111,0.7988780181932342
2525,1034,0.7988740817742741
2515,612,0.7988667327916564
2222,232,0.7988349986720854
2511,1513,0.7988206248861288
1614,833,0.7987428451397448
835,524,0.7985867626019861
2233,433,0.7984633993241776
2234,734,0.7984512460040369
2432,1232,0.7984060373817233
1832,1011,0.7984039265093369
1414,1232,0.7983091632273559
1413,512,0.7982614288995238
934,931,0.7982542592262201
1934,1911,0.798254194345753
1234,323,0.7981970310464838
2424,113,0.798191244355496
1711,621,0.798173436843847
921,424,0.798172276274918
732,712,0.7981383426625848
2525,1921,0.7981323234731919
1911,122,0.7979271334014391
715,712,0.7978673599114929
1811,1224,0.7978456414923005
1833,235,0.797837423500797
2524,935,0.7977619320996178
511,121,0.7977460273338409
1632,1014,0.7977392202709713
932,915,0.7977297248106083
1414,213,0.7977279095596046
1421,323,0.797688403860963
1532,321,0.7974348425087179
1822,511,0.7974094093697808
1522,831,0.7973673857340767
734,714,0.7973554944647229
2431,1223,0.7972534357376433
1522,1221,0.7971104678793149
1224,1223,0.7970136048363602
2532,2521,0.7969630178327128
1912,234,0.796953015552185
1511,935,0.7968792281013454
1911,1833,0.7967861641670485
1811,1112,0.7967274383044026
1722,524,0.7966791317014411
2223,1223,0.7966357539497767
612,421,0.7966301165109816
1611,1523,0.7966191862696175
2023,714,0.7966120150891183
811,321,0.7965966980312775
2522,1221,0.7965482985112983
2525,225,0.7965278643762579
733,421,0.7963363480303453
1624,735,0.7963121457330322
1832,532,0.7962844881656874
1933,1013,0.7962624993576258
423,324,0.7962372803068473
726,723,0.7962093703408792
1732,1423,0.7961746743876817
1634,421,0.7961028432366586
2511,1722,0.7960585482815157
2535,1614,0.7959875808196566
321,311,0.7959033613552027
712,422,0.795878155572388
1723,523,0.7958598243729846
1125,422,0.795815678779393
732,412,0.7956304583756509
2033,511,0.7955531325376894
1722,1522,0.795492917437351
2515,2222,0.7954730037392748
2011,213,0.7953707767078598
2521,2513,0.7952980251958894
1933,623,0.7951807252654473
1731,1123,0.7951660548189329
1931,1011,0.7951341565128115
2534,832,0.7951150249087563
1021,222,0.7950876699550499
1821,533,0.7950659490014932
1622,232,0.7950588132485263
1824,1231,0.7950019607048501
1222,812,0.7949648087389891
1823,1033,0.7949480233114558
1834,511,0.7949268395263994
2522,1652,0.7949264960456448
2522,1653,0.7948318259167731
2511,812,0.7948106150394735
2234,1125,0.7948007729710048
234,211,0.7947986634906751
621,124,0.7947746365252862
1811,112,0.7947626841349661
2431,1614,0.7947621807018774
1933,1831,0.7947081090059532
2212,131,0.794707377198338
1912,1723,0.7946909822621593
1631,1033,0.7946310528998213
1934,631,0.7946055971644562
1652,334,0.7945551348357893
733,423,0.794553134722126
1111,811,0.7945461267890979
934,932,0.7944818651572522
1532,933,0.7944414131619606
1833,634,0.7943917967346434
414,334,0.7943366914559314
1034,935,0.7943088163027335
1134,1123,0.7942703373845171
1655,324,0.7941796838640036
934,321,0.7941311514532254
2232,334,0.7941133371375025
2411,114,0.7939680070498359
821,613,0.7938485685066472
1832,634,0.7938456010920786
2534,1633,0.7938404703466663
1922,835,0.7938086073780983
1631,1522,0.7937042485491786
623,511,0.7936365100749141
813,524,0.7935198740795151
1711,835,0.7935037751484245
633,221,0.7934994195512841
1613,1222,0.7934792447321567
2525,1532,0.7934440164562915
932,821,0.7932887713834609
1622,524,0.793163133126267
beat1,beat2,corr
2223,1924,0.7930658330803642
2033,914,0.792989817603377
1115,823,0.7929890281167312
1911,222,0.7929294168092188
2535,1621,0.7928723158668619
1833,1414,0.7927963470460427
2511,1712,0.7927197406820766
1712,1523,0.7926630488268482
2511,821,0.7926599561170466
1432,214,0.7926097483974168
1034,915,0.7926032094000574
2525,1113,0.7926026849350422
1613,831,0.7925847752991672
1911,1654,0.7925770568963411
2511,2211,0.7924898120161502
924,312,0.7923959064344286
1915,1834,0.7923896336783268
935,321,0.7923048284238661
1921,1123,0.7922675085510928
2514,311,0.7922166236061498
2531,915,0.7922079688157083
2211,1511,0.7921900786473502
2431,1422,0.7921888868552698
1732,1623,0.7921581604324732
2525,712,0.7921538667829624
1632,912,0.7921430193849426
1612,1513,0.7921015450324218
1621,1422,0.79199298315744
332,215,0.7918133640437295
2535,412,0.7917582683700045
822,312,0.7916839247527951
726,414,0.7916096429426432
1824,1711,0.791608212066569
1915,114,0.7915765312766372
2532,1235,0.7915494567093794
1911,835,0.7915429123214435
2422,2023,0.7915272147833992
734,726,0.7915258917829483
1632,225,0.7914594587589898
912,133,0.7914350371848046
2423,1724,0.7912988250427428
1215,214,0.7912509018820995
2524,312,0.7912019612379301
1652,1115,0.7911891118688897
2521,434,0.7911874038470599
2514,314,0.7911579287772019
1911,1132,0.7909694098836663
1034,911,0.7908879936504497
1834,621,0.7908721221310862
1831,223,0.7908558779342983
2532,1722,0.7907574121402884
1722,1111,0.7907474857900836
2031,1225,0.7907376371457798
2433,2011,0.7907234138717931
923,834,0.7907039293985091
2523,321,0.7906944487324487
1422,925,0.7906633412363856
1624,1133,0.7905954268823557
2525,131,0.7904263521835757
1633,1522,0.7903927860093231
1111,915,0.790358371563918
825,414,0.7903160167420689
2031,633,0.7903067368912495
1124,924,0.7902184862207682
2011,1834,0.7901856598910891
1621,1432,0.7901348439638763
915,834,0.7901343564160729
1123,433,0.79009122048081
1732,1211,0.7900827076878557
1612,1523,0.7900642657378768
1524,1422,0.7899395509960299
1814,531,0.7899206206858536
1524,1023,0.7898543611343242
1125,321,0.7898401113096256
1732,1221,0.7898274362454216
1932,233,0.789761168022029
1611,833,0.7897590800133993
1412,121,0.7896770681767055
1123,323,0.7896499835452999
2534,1622,0.7896359704762606
2222,1913,0.7895578489315335
2533,2022,0.7895313626396978
2024,1651,0.7894687321793201
1621,131,0.789432625021423
1532,314,0.789308380511074
815,813,0.7892644141972898
1225,1014,0.7892632677818401
621,533,0.7892296088097809
1812,212,0.7890972606188552
1221,911,0.7890258218280116
1422,1034,0.7889768913136396
1211,1033,0.7889678535800987
1134,724,0.7887206453428437
1614,922,0.7886947262572235
2523,2522,0.7886750913590158
1911,533,0.7886184334289233
333,324,0.7886134451370549
1814,632,0.7883048567321866
1422,811,0.7882595858851837
2525,232,0.7879335102976865
1221,935,0.7878427765723193
1135,1121,0.7878378022406227
1533,735,0.7877328706518554
1822,1121,0.7877066743852352
2514,433,0.7877051485578435
2535,934,0.7876812416274971
1724,1213,0.7876682512188189
1113,232,0.7876400034206748
1923,922,0.7875922657307285
1113,322,0.7875682298313409
2511,1653,0.7875395199662953
1822,113,0.7875081432607679
1611,822,0.7874928012684889
1433,122,0.7874728184083234
1423,524,0.7874444028024119
1134,432,0.7874120230860345
1733,1522,0.7873936754083957
1522,723,0.7873001983429991
1731,833,0.7872769213997504
2032,1212,0.7872646746134075
235,122,0.7872551549652941
2524,911,0.7872402822287679
1923,923,0.787199300524197
1211,913,0.7871723060779334
921,613,0.7870883214398741
2514,1034,0.7870747595357359
1512,613,0.7870508858445316
1133,1111,0.7870020873673682
831,131,0.7870004242052654
2525,831,0.7870001113426526
1931,1233,0.786921838059843
1114,1013,0.7869182861463531
1655,322,0.7868930902929847
321,312,0.7868880006945722
1632,934,0.7868271159270326
2512,1631,0.7867478194807507
1732,932,0.7867432607704885
224,214,0.786666156322304
2532,1731,0.7865747441265734
2512,923,0.7864460387389887
2521,614,0.7864042635902783
1733,513,0.7863904826458928
1533,312,0.7863665166360737
1121,813,0.7862569312926487
1225,323,0.786253548913335
1133,812,0.7862366724708991
1712,922,0.7861208450757321
2514,1632,0.7860964353869572
2521,312,0.7860430486087032
1921,314,0.7860390976785099
2222,1111,0.7859731868709997
1532,822,0.7858658724932338
1934,1932,0.7858436736926554
1134,1133,0.7858018711182887
1731,1033,0.7857239613350288
814,231,0.7857047290189941
2515,312,0.7855211200532014
2533,2024,0.7854612537651569
2422,111,0.7854240023113347
1931,124,0.7853565812131287
1224,634,0.7852554628168901
824,434,0.7852535341092591
1932,1024,0.7852512309240923
1532,522,0.7852049945775693
1132,532,0.7852037033221356
1023,224,0.7851600418255745
2221,132,0.7851428339502707
2535,922,0.7851370211947583
2234,1711,0.7851277936229335
923,225,0.785121549625499
1733,131,0.7850081887105452
932,414,0.7849965846264618
2513,824,0.7849021164237727
2433,1812,0.7848423213313721
1723,513,0.7848079895921366
2512,1523,0.7847827250745043
1211,934,0.7847750367912101
1933,1411,0.7847432766578587
1021,614,0.7847337489688874
1654,433,0.784688811195535
2521,412,0.7846003551878923
2511,1225,0.7845903011214741
2512,1423,0.7845561889587712
1913,1225,0.7845462526582362
2031,131,0.7845240339915054
821,423,0.7845014630726626
934,912,0.7844811356908906
beat1,beat2,corr
2532,1234,0.7844803549290826
1234,933,0.7843652154851491
2535,932,0.784338403689512
1811,1024,0.7843199401419886
1733,1133,0.7843152699939167
2535,531,0.7842934539529348
1014,833,0.7842933208622986
1622,735,0.7842725748382053
2031,1221,0.7842616072475246
2532,311,0.7842038187563404
1823,1732,0.7840926578518118
1523,932,0.7839370612496743
2431,1032,0.7839113786571116
2433,1022,0.7838539267774641
2011,1915,0.783806982907161
1014,923,0.7837638437890453
2524,925,0.783748245405703
1723,714,0.7835790822984923
1225,434,0.783540138238124
1524,1431,0.7835107806547931
2531,1221,0.7835043699555344
2514,933,0.7834816402731678
1532,323,0.7834759246525997
821,422,0.783474453312882
1824,1654,0.7834499794088593
1911,632,0.7834421146542702
1532,725,0.7834316333726838
1533,812,0.7834214384192516
1621,433,0.7833920739405313
931,322,0.7833465044184245
1211,614,0.7833284889314908
1823,412,0.7831389735101195
1733,811,0.7830631180492487
1824,1423,0.7830290132049369
2523,734,0.7829020659166487
1935,523,0.7827835757742209
1934,213,0.7827755211931655
923,214,0.7827596491139496
1523,1413,0.7827476061762235
1614,512,0.7826919848837532
1624,734,0.7825852955758563
935,513,0.7825646636502503
2524,133,0.7825643827992245
1611,1221,0.7825023800340336
1823,833,0.7824260161082215
813,433,0.7823939230549104
1033,321,0.7823692217365447
821,412,0.782312242945555
1011,211,0.7822167348700187
2524,1422,0.782145310053446
631,333,0.781998547982147
2222,1651,0.7819953055646224
1034,1033,0.7819057370613519
323,225,0.7818982386247656
2525,923,0.7818919057913316
823,711,0.7818350117609812
2413,1022,0.7818345741062065
2212,225,0.7818083904176162
2432,123,0.7817722600573642
2532,734,0.7817345030856949
2011,623,0.781728161378964
1824,1212,0.7816492861214246
1914,1234,0.7816455901212181
2535,433,0.7815161640613673
922,732,0.7814334975543684
1115,733,0.781430458839259
2511,412,0.781358210567616
2222,712,0.7812880054646375
524,311,0.7811656535081983
511,233,0.7811501787872345
823,232,0.7810665706132295
1613,911,0.7810266670815531
1123,311,0.7810114394911994
1915,1013,0.7809643702166517
2433,631,0.780930063302541
1232,211,0.7808199100826181
731,622,0.7807150363501127
623,532,0.7806761355964409
1813,1723,0.7806737264028945
1823,1431,0.7806229207527118
1014,922,0.7806214198470071
2212,1532,0.780584414744379
1414,1114,0.7805715801595079
1934,814,0.780545375725405
1414,123,0.7804625663411591
1213,224,0.7804111666450116
622,333,0.7803979195149475
211,123,0.7803758342585541
1023,113,0.7803567413874222
1213,225,0.7803562001594859
1134,913,0.7803333966806699
2523,1125,0.7803235650011292
1633,1532,0.7802422044608349
1014,512,0.7802365551603195
2013,112,0.7801897126974109
1911,532,0.7801830058986846
2424,221,0.7801820642586409
321,133,0.7800696448053808
1922,1711,0.7800283101692953
823,312,0.7799999077110132
2033,623,0.7799930145068897
1132,224,0.7799575983182419
2512,915,0.7798693139462408
1913,1523,0.7798218883316497
234,121,0.7797357823676774
1225,713,0.779726739782356
1831,235,0.7796881784104833
931,915,0.7796834836780424
1624,1123,0.7796792019775131
1613,833,0.7796655471819951
2525,1914,0.779649422375744
523,112,0.7796337461579723
1131,212,0.7795411169663424
1722,1125,0.7794787499216844
1212,321,0.7794166812568075
1235,222,0.7793642371065547
1612,833,0.7793147066973632
1433,1414,0.7793138706111986
1421,713,0.7791559258474158
1915,121,0.7790546302118885
1614,1421,0.7789884947867006
1522,323,0.7789682180205206
1131,511,0.7789231727679492
2213,1122,0.7788822891681264
923,912,0.7788501609205405
2431,1014,0.7786907138031018
1622,422,0.7786143783940441
2512,2431,0.7786063011574866
2211,422,0.7786037645988236
2525,1653,0.7785837224343806
1134,825,0.7785818257241157
2525,725,0.7785440834205095
1132,631,0.7784935008605683
2511,1611,0.7784415873321868
1014,911,0.7783012171624502
1612,1432,0.7782453916383204
1434,1432,0.7782206727171534
1531,1413,0.7781666515799155
1224,231,0.7781618917527271
1821,1024,0.7781324955712606
1532,1531,0.7781216985707387
1234,915,0.7780648478720774
2011,533,0.7779723533734336
2424,1213,0.7779391047621955
634,413,0.7779151422839549
1211,432,0.7778406845736127
2532,2525,0.777829661360096
1132,122,0.7778146326434444
2212,321,0.7777976169625715
1831,634,0.7777788150002232
1813,1124,0.7777646603539149
524,323,0.7777303945547311
1024,121,0.777692356392561
1024,215,0.7776535779945214
931,923,0.7776533352780512
1913,822,0.7775961693054735
1934,1931,0.7775106651635104
1124,513,0.7774966704553176
1712,725,0.7774607859232868
1911,221,0.7774333099700683
2522,2514,0.7773972354144831
1623,815,0.7773104952523748
1111,733,0.7772162851821629
723,334,0.7771907145588339
1935,1433,0.7771789686274807
1712,1413,0.7771115584798169
1832,1822,0.777107877169507
1914,225,0.7770653975399011
931,834,0.7770434455060385
1912,512,0.7770141078408359
2022,231,0.7769735613391182
1211,1034,0.7768978658181899
2212,831,0.776870652863855
1523,911,0.7768196254337799
421,133,0.7768186304927558
2521,921,0.7767571719277788
2232,733,0.7767450782123652
2524,1413,0.7767293531013019
1633,1123,0.7766900356763736
922,133,0.7766300143234396
2534,1823,0.7765717877970577
2422,1834,0.7765463841155567
1712,934,0.776539405761395
1614,1432,0.7764830367843334
2534,1111,0.776445103512239
733,133,0.7763985602247433
1731,1611,0.7763977290679819
beat1,beat2,corr
2413,331,0.7763310819812881
1533,1222,0.7762210682515661
213,211,0.7762065181158314
2212,1523,0.7762042251086462
1411,1231,0.7761454351284456
1633,1421,0.7760057433209331
1221,925,0.7759769803777878
1134,422,0.7759659216999908
1125,311,0.7759596724730743
1214,211,0.7759545321590778
1513,933,0.7758479055733244
2524,314,0.775774306081503
1522,812,0.7757691366283417
1115,711,0.7757290148070862
1532,334,0.7757279850998663
422,414,0.7756565352981599
2513,312,0.7756505130862413
1214,1023,0.7756386306189923
1932,124,0.7755638625118868
432,232,0.7755406245793567
1911,1424,0.7755138649644818
2232,1522,0.7754953061700953
1033,131,0.7754283416738404
1633,321,0.7753609481175107
821,724,0.7753471986137843
726,133,0.7752762342074434
2535,911,0.7751384669395005
1931,1811,0.7750897142701269
825,725,0.7750735768636565
934,911,0.7750646256540472
2422,1831,0.7750553105552309
1113,932,0.774944249366243
915,912,0.7749101398665553
1121,531,0.7747832141917141
1733,822,0.7746945770620118
532,212,0.7746823725450598
2024,1115,0.7746677811903138
2223,1651,0.7745602541660332
2532,1623,0.7745508726536984
2523,1914,0.7745271533666681
2524,1113,0.7745239978718111
1412,1033,0.7745226992091712
334,312,0.7744801152084142
1522,726,0.7744182175438381
1811,814,0.7743960886530573
632,225,0.7743592721029449
1523,1014,0.7743552045393046
1632,933,0.7743137261164245
1914,311,0.7740703737601983
1012,211,0.774001304662186
1933,124,0.7737997386488948
724,424,0.7736182855420969
913,232,0.7735676871414034
1623,131,0.7734198278532236
1132,124,0.7733824949691971
1812,634,0.7733247931842988
1831,631,0.7732559291505638
833,323,0.7731639215328735
1413,225,0.7730687868418679
1434,632,0.7729868538223721
813,233,0.7728971935995662
1014,713,0.7728956790084704
1132,215,0.7728657482145008
1914,1111,0.7728376116822803
1824,225,0.7728270234719634
1421,524,0.7727767845294697
1431,834,0.7727500673949179
1132,113,0.7727313556674361
835,621,0.7727285012068985
923,913,0.7726971649336459
1921,924,0.7726197126006579
1022,1013,0.7725096289388319
2024,1222,0.7724900786377762
1531,431,0.7723826608781492
933,133,0.7723659164301799
2211,1732,0.7722481136011898
1651,1133,0.7721246844926508
1433,511,0.7720370573954893
634,112,0.7719740542172735
1412,231,0.7719292546825604
215,123,0.7719177384605564
913,133,0.7718666201136937
1932,1834,0.7718505114161075
1633,833,0.7718292043752564
1431,224,0.7717215419169303
2234,1914,0.7716555038504728
2514,412,0.771653014667055
924,912,0.7716188590983258
2523,1732,0.7715774142223796
2522,833,0.7715137514613496
1611,225,0.7715000519031862
1653,1622,0.7713627485196131
2524,1034,0.7713526358971659
1733,815,0.7713457240413171
2514,833,0.7713031049470042
832,714,0.7712685726177865
1812,1231,0.771248985869566
1823,1513,0.7712155950712983
1532,733,0.7711760026816661
934,414,0.771155160048971
912,522,0.7711496112168921
1014,831,0.7711369408644975
922,821,0.7710582910614101
1431,1211,0.7710152477327289
833,312,0.7709435551352014
1713,1212,0.77091689166292
1511,524,0.770888081042973
2525,1623,0.7708785049265581
1221,323,0.7708237829208395
1034,432,0.7707811045878514
2535,1713,0.7707155176596057
2531,711,0.7706697265295179
814,633,0.7706487565079893
2433,234,0.7704295417908666
1932,231,0.7703620620997365
1913,732,0.7703459434525246
1532,421,0.7703433282603462
2411,2032,0.7702977878435086
2211,225,0.7702431000927444
1131,1011,0.7702298369640438
1812,533,0.7699985105552041
1711,1231,0.769965822748888
1433,231,0.7699156450131117
1421,531,0.7698969500409442
832,825,0.769816286480888
623,114,0.7697748422171228
1633,1225,0.7697673811755654
1914,1033,0.7696123285423186
1234,833,0.7696013876322317
834,633,0.76955068864379
2431,213,0.7695361855441074
1722,1212,0.7695279434280734
1614,911,0.7695092678051078
1614,713,0.7693229624545591
2524,1423,0.7693135653676152
1631,1614,0.7692088077407292
532,511,0.7689414726748294
732,322,0.7689081009380158
2534,1421,0.7688968613170021
823,422,0.768879482144284
2212,1732,0.7688625117510409
1131,632,0.7688481439158752
1653,412,0.7686428414158546
2233,234,0.7686146412799449
1031,911,0.7685599759771715
934,921,0.7685037135477549
1724,224,0.7684892108469932
235,233,0.7684260659143902
1023,622,0.7684161326514044
422,225,0.768410709852256
1231,835,0.7683933908215873
1924,1115,0.7683063909611447
434,422,0.7683017426048502
1432,1223,0.7682613123441178
2523,1511,0.7682406916877066
711,312,0.7682289257871283
1624,911,0.7682073751930587
1732,314,0.7681116984140042
1933,1231,0.7680996207701084
1013,523,0.7680878509450813
2013,1824,0.7680651628058213
2522,922,0.7680369155124981
2524,1513,0.7680357283305026
2534,925,0.7680333301278514
1712,915,0.7679073398825711
1434,1215,0.767866945062518
1632,712,0.7678413925582962
833,321,0.7677788728978915
1424,433,0.7677745943718621
432,131,0.7677696293896747
2515,334,0.7676246497306208
1915,234,0.7674448277123057
1022,1011,0.7672946879975819
1633,1234,0.7672715838887014
923,432,0.7672026624367552
1733,424,0.7671949631469521
2011,1821,0.7671301264505941
1833,121,0.7671054985195164
1235,1212,0.7670843154852394
2531,314,0.7670355972768709
2234,524,0.7669486033708334
1622,825,0.7669129375690537
1211,412,0.7668758100492393
1653,432,0.7667499898073413
733,424,0.7667189967476575
622,111,0.7666666304141602
