beat1,beat2,corr
1631,912,0.9239537618127887
1423,214,0.9239328617010913
1423,1213,0.9239043785450152
2012,1813,0.923768225552052
1732,524,0.9236097431902903
1652,423,0.9235815387590706
1414,124,0.9235012019608632
2011,1933,0.9234661094918141
2433,1833,0.923437500735506
1933,1812,0.9233982186528319
2022,1813,0.9233832787744847
2213,1222,0.9233583506820758
1524,1215,0.9232586544749083
1421,1034,0.9232381267158013
2525,2524,0.9231335535470114
2232,1634,0.9230364650385939
2413,1112,0.9230060308446552
2511,2212,0.923004280991285
1822,122,0.9229361394020376
1023,213,0.9229164621523988
1935,124,0.9228551439132928
1113,434,0.9228106465010135
1731,1713,0.9227153266933393
2211,924,0.9225645479026363
1411,231,0.9225203568978968
1623,513,0.9225025471544391
2531,422,0.9223989097257133
723,232,0.9223879269587985
2535,923,0.92236700499094
1214,123,0.9223306102611957
1722,1523,0.9223251062407248
1713,913,0.922236586334714
532,112,0.9221542688315689
712,232,0.9221283882645754
1412,1135,0.9221273501941075
1914,935,0.9220556805240341
2522,2232,0.922015565341823
511,122,0.9219889569854033
1653,1532,0.9219404887013791
1653,424,0.9219279344043101
1824,433,0.9219237285445765
1912,835,0.9218884452289728
822,412,0.9218390522556892
2524,833,0.9218056683749803
2032,835,0.9218031675828219
1111,725,0.9217790028297118
1931,634,0.9216741489647722
2531,932,0.9216250280400717
2514,1823,0.9216011574931544
2031,1234,0.9215892242437701
932,522,0.9215324699514396
1121,835,0.9215270500242512
2515,735,0.9211430833216439
2531,424,0.921131520184464
1913,915,0.9210654791412528
1713,432,0.9210001384149246
1831,1812,0.9209730335150752
1934,211,0.9209716156670675
912,422,0.9209140666616296
2511,712,0.9208953573140262
beat1,beat2,corr
1731,1413,0.9208892077458571
1812,1024,0.9208718369526026
1221,432,0.9208362839873107
1731,932,0.9207971499959007
1212,632,0.9206995382379448
1114,731,0.9206538904612457
1213,221,0.9206412002663631
1712,424,0.9206410695628933
2532,1622,0.9204795870750089
1221,321,0.9204057235533967
1221,912,0.9203904764431996
123,114,0.9202937067652731
1722,935,0.9202910709132535
1921,1722,0.9202520356807743
1653,522,0.9201922746458354
2012,235,0.920044191285171
1423,1234,0.919956099400996
2512,1215,0.9199242316792314
1832,124,0.9198716592419658
735,334,0.919861661805835
1232,1214,0.919805446719499
1111,726,0.9196599060963043
2212,822,0.919565336305444
935,432,0.9195316448051454
1121,221,0.9194872650595366
2535,1423,0.919474059268023
2011,1433,0.9193978576522582
1723,1711,0.9191237929756069
1931,1812,0.9191120410615463
1123,924,0.9190757735805651
2521,133,0.9190273127950557
2513,311,0.9189601787385425
1632,432,0.9189235069053483
1933,1915,0.9189159464350574
2011,122,0.9188390168603493
1654,1434,0.9186557146323603
2012,1932,0.9186270697398755
2033,2022,0.9186224762273549
713,512,0.9185349301909714
1633,935,0.9184244996912414
2222,823,0.9183051418408061
922,434,0.9182993658038757
2233,221,0.9182858651613164
735,312,0.9182749550169481
1221,833,0.9182609290516595
424,133,0.9181579760300673
2514,1211,0.91811608711457
2031,1213,0.9181093927314723
1423,1211,0.9180195187532654
2524,915,0.9179275252927899
2022,1931,0.9179240943239692
1711,1412,0.9179049758825842
