(1834,2451)
(0421,2301)
(0423,2138)
(1533,2136)
(0511,2093)
(0624,1996)
(1112,1953)
(1011,1914)
(1831,1912)
(1522,1855)
(0111,1829)
(0414,1816)
(0621,1813)
(0823,1789)
(0112,1775)
(2533,1775)
(1121,1738)
(1132,1724)
(0612,1716)
(1133,1708)
(1122,1697)
(0631,1677)
(0122,1668)
(0632,1653)
(1833,1608)
(0321,1568)
(1532,1561)
(0623,1551)
(0513,1548)
(0712,1529)
(0713,1515)
(1134,1511)
(0512,1507)
(1113,1488)
(0831,1487)
(0832,1474)
(0522,1458)
(2534,1453)
(0825,1449)
(0523,1434)
(0123,1424)
(0813,1416)
(0331,1400)
(1924,1396)
(0312,1395)
(0324,1392)
(0611,1391)
(0833,1385)
(1531,1380)
(1424,1372)
(0834,1371)
(0323,1361)
(0835,1358)
(0332,1338)
(0533,1334)
(0412,1333)
(2512,1317)
(0725,1316)
(1021,1314)
(2532,1299)
(0424,1292)
(0524,1277)
(1135,1272)
(0431,1269)
(0613,1253)
(2422,1248)
(2413,1243)
(2521,1242)
(0815,1237)
(1115,1230)
(0735,1228)
(1022,1227)
(1111,1225)
(2515,1224)
(1723,1223)
(0422,1218)
(2234,1207)
(0723,1205)
(2223,1203)
(1821,1201)
(0824,1197)
(0413,1197)
(0411,1182)
(1123,1173)
(1824,1169)
(0733,1164)
(1523,1164)
(1524,1163)
(2212,1161)
(1131,1159)
(0822,1155)
(1014,1150)
(0212,1147)
(2222,1141)
(0322,1121)
(0432,1115)
(2535,1113)
(0222,1107)
(1712,1104)
(2232,1102)
(1024,1098)
(1031,1086)
(1633,1069)
(1013,1064)
(0614,1059)
(1914,1058)
(0531,1057)
(1511,1048)
(0922,1047)
(1925,1043)
(0622,1042)
(0131,1038)
(0912,1038)
(0124,1035)
(0634,1034)
(0711,1022)
(1223,1020)
(1434,1017)
(1622,1016)
(0915,1012)
(0113,1012)
(1422,1012)
(2514,1008)
(1623,1004)
(0334,996)
(0924,993)
(1832,992)
(0731,988)
(1232,984)
(0313,978)
(1722,977)
(1034,975)
(0114,974)
(0726,972)
(0934,969)
(0532,965)
(2531,965)
(2411,959)
(1732,954)
(0914,953)
(1233,952)
(1012,942)
(0932,941)
(0913,941)
(1224,937)
(1513,935)
(1731,935)
(1432,919)
(2221,919)
(2233,918)
(0734,917)
(0724,915)
(2412,913)
(1822,913)
(0133,913)
(1935,911)
(2522,911)
(2011,907)
(1923,900)
(0633,897)
(1934,896)
(1433,894)
(1033,893)
(0433,888)
(1222,880)
(0213,879)
(1211,877)
(1124,876)
(0314,867)
(0333,866)
(1512,863)
(1913,862)
(0931,860)
(1214,859)
(0732,858)
(0231,856)
(2433,855)
(1933,850)
(1634,850)
(2523,846)
(0722,846)
(0821,844)
(0923,842)
(1114,836)
(0223,835)
(1814,835)
(2432,835)
(1624,832)
(2424,831)
(0811,830)
(0211,828)
(0933,825)
(0714,820)
(0121,812)
(1212,812)
(1213,811)
(1412,810)
(1423,807)
(0921,803)
(0234,803)
(1733,788)
(1922,787)
(1221,782)
(1234,781)
(1231,779)
(1911,778)
(0232,776)
(1421,771)
(1724,768)
(2211,768)
(1215,767)
(0132,766)
(0925,762)
(2524,758)
(1225,757)
(0225,756)
(0814,755)
(1812,751)
(1023,751)
(2213,750)
(0224,749)
(0715,748)
(0214,739)
(0935,722)
(1411,716)
(0221,711)
(1811,710)
(0311,703)
(1711,690)
(2511,681)
(1713,675)
(0812,669)
(1921,663)
(1632,659)
(1931,658)
(1912,657)
(1915,657)
(1413,650)
(1414,649)
(1932,639)
(2525,637)
(2423,634)
(1235,629)
(0911,623)
(1431,616)
(1631,616)
(1032,610)
(0215,605)
(0233,597)
(0434,595)
(2023,579)
(2024,553)
(2513,552)
(1823,533)
(1614,530)
(2013,520)
(1651,510)
(2431,509)
(2031,501)
(1611,485)
(2012,479)
(0235,463)
(1613,461)
(1612,452)
(1813,439)
(2033,414)
(1125,410)
(1654,406)
(2032,398)
(2022,388)
(1621,316)
(1653,269)
(1323,176)
(1331,141)
(1324,127)
(1311,115)
(1313,114)
(1312,112)
(1652,102)
(1655,99)
(1332,97)
(1322,89)
(1333,77)
(2311,24)
(2132,23)
(2123,21)
(2331,18)
(2124,16)
(2333,15)
(2324,14)
(2332,13)
(2112,12)
(2122,12)
(2323,12)
(2312,11)
(2313,10)
(2133,10)
(2113,10)
(2131,10)
(2111,9)
(2322,9)
(0134,8)
